2026-04-15 06:21:37 | WARNING  | analyzers.institutional_flow        | institutional_flow.py:1058 | Timeout: https://publicreporting.cftc.gov/api/odata/v1/CorpActions?$filter=Market_and_Exchange_Names eq 'BITCOIN - CHICAGO MERCANTILE EXCHANGE'&$orderby=Report_Date_as_YYYY_MM_DD desc&$top=1
2026-04-15 07:06:11 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: VVV/USDT PriceAction R/R=7.7R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:06:29 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: TRADOOR/USDT PriceAction R/R=8.2R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:06:32 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: IN/USDT SmartMoneyConcepts R/R=6.7R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:07:30 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: MYX/USDT PriceAction R/R=7.7R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:07:53 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: RAVE/USDT SmartMoneyConcepts R/R=6.1R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:08:14 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: LIT/USDT SmartMoneyConcepts R/R=6.5R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:08:15 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: AIOT/USDT PriceAction R/R=6.0R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:08:39 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: BEAT/USDT PriceAction R/R=7.6R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:09:39 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: BR/USDT SmartMoneyConcepts R/R=6.6R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:09:42 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: VVV/USDT PriceAction R/R=7.7R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:09:59 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: TRADOOR/USDT PriceAction R/R=8.2R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:10:17 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: IN/USDT SmartMoneyConcepts R/R=6.7R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:11:05 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: MYX/USDT PriceAction R/R=7.3R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:11:28 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: RAVE/USDT SmartMoneyConcepts R/R=6.1R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:11:50 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: AKE/USDT SmartMoneyConcepts R/R=6.4R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:11:50 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: LIT/USDT SmartMoneyConcepts R/R=7.5R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:11:50 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: AIOT/USDT PriceAction R/R=6.3R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:12:28 | WARNING  | signals.ensemble_voter              | ensemble_voter.py:595 | Ensemble ARB/USDT SUPPRESS: score=0.7 sup=3 opp=4 adj=+0 | Ensemble SUPPRESS: 4 sources oppose (whale_flow, basis, onchain, whale_intent)
2026-04-15 07:12:54 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: DASH/USDT PriceAction R/R=6.7R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:13:13 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: BR/USDT SmartMoneyConcepts R/R=6.6R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:13:17 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: VVV/USDT PriceAction R/R=7.7R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:13:52 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: IN/USDT SmartMoneyConcepts R/R=6.7R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:13:53 | WARNING  | signals.ensemble_voter              | ensemble_voter.py:595 | Ensemble TRUMP/USDT SUPPRESS: score=-2.9 sup=2 opp=4 adj=+0 | Ensemble SUPPRESS: 4 sources oppose (whale_flow, basis, onchain, whale_intent)
2026-04-15 07:14:34 | WARNING  | signals.ensemble_voter              | ensemble_voter.py:595 | Ensemble TAO/USDT SUPPRESS: score=-1.7 sup=3 opp=4 adj=+0 | Ensemble SUPPRESS: 4 sources oppose (cvd, basis, onchain, whale_intent)
2026-04-15 07:14:36 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: MYX/USDT PriceAction R/R=6.7R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:15:03 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: RAVE/USDT SmartMoneyConcepts R/R=6.1R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:15:21 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: AIOT/USDT PriceAction R/R=6.5R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:15:22 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: NOM/USDT PriceAction R/R=6.6R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:16:26 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: DASH/USDT PriceAction R/R=6.7R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:16:30 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: BR/USDT SmartMoneyConcepts R/R=6.6R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:17:09 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: IN/USDT SmartMoneyConcepts R/R=6.7R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:17:52 | WARNING  | signals.ensemble_voter              | ensemble_voter.py:595 | Ensemble BZ/USDT SUPPRESS: score=-5.3 sup=1 opp=3 adj=+0 | Ensemble SUPPRESS: weighted score -5.3 below -4.5 threshold (cvd(-3.6), onchain(-1.2), whale_intent(-1.3))
2026-04-15 07:17:53 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: MYX/USDT PriceAction R/R=6.9R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:18:17 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: RAVE/USDT SmartMoneyConcepts R/R=6.1R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:18:38 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: AIOT/USDT SmartMoneyConcepts R/R=16.1R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:18:55 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: BEAT/USDT PriceAction R/R=7.6R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:20:02 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: VVV/USDT PriceAction R/R=7.7R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:20:21 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: IN/USDT SmartMoneyConcepts R/R=6.7R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:21:06 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: OG/USDT WyckoffAccDist R/R=10.5R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:22:45 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: MYX/USDT PriceAction R/R=6.6R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:23:07 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: RAVE/USDT SmartMoneyConcepts R/R=6.1R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:23:10 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: AKE/USDT SmartMoneyConcepts R/R=6.4R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:23:21 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: AIOT/USDT PriceAction R/R=6.8R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:24:30 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: BR/USDT SmartMoneyConcepts R/R=6.6R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:24:32 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: VVV/USDT PriceAction R/R=7.7R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:25:01 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: TRADOOR/USDT PriceAction R/R=8.2R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:25:01 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: IN/USDT SmartMoneyConcepts R/R=6.7R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:25:36 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: OG/USDT WyckoffAccDist R/R=10.5R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:26:26 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: RAVE/USDT SmartMoneyConcepts R/R=6.1R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:26:32 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: AKE/USDT SmartMoneyConcepts R/R=6.4R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:26:50 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: AIOT/USDT PriceAction R/R=6.6R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:26:53 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: BEAT/USDT PriceAction R/R=7.6R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:27:56 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: BR/USDT SmartMoneyConcepts R/R=6.6R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:28:01 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: VVV/USDT PriceAction R/R=7.7R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:28:24 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: TRADOOR/USDT PriceAction R/R=8.2R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:28:24 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: IN/USDT SmartMoneyConcepts R/R=6.7R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:29:24 | WARNING  | signals.ensemble_voter              | ensemble_voter.py:595 | Ensemble BZ/USDT SUPPRESS: score=-6.9 sup=0 opp=4 adj=+0 | Ensemble SUPPRESS: 4 sources oppose (cvd, onchain, whale_intent, vol_regime)
2026-04-15 07:29:25 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: MYX/USDT PriceAction R/R=6.5R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:29:49 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: RAVE/USDT SmartMoneyConcepts R/R=6.1R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:29:50 | WARNING  | signals.ensemble_voter              | ensemble_voter.py:595 | Ensemble ETH/USDT SUPPRESS: score=-3.3 sup=1 opp=4 adj=+0 | Ensemble SUPPRESS: 4 sources oppose (cvd, onchain, whale_intent, vol_regime)
2026-04-15 07:29:52 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: AKE/USDT SmartMoneyConcepts R/R=6.3R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:30:12 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: AIOT/USDT PriceAction R/R=7.0R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:31:16 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: BR/USDT SmartMoneyConcepts R/R=6.6R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:31:21 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: VVV/USDT PriceAction R/R=7.7R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:31:43 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: TRADOOR/USDT PriceAction R/R=8.2R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:31:43 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: IN/USDT SmartMoneyConcepts R/R=6.7R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:32:22 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: OG/USDT WyckoffAccDist R/R=10.5R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:32:46 | WARNING  | signals.ensemble_voter              | ensemble_voter.py:595 | Ensemble BZ/USDT SUPPRESS: score=-6.1 sup=0 opp=3 adj=+0 | Ensemble SUPPRESS: weighted score -6.1 below -4.5 threshold (cvd(-3.6), onchain(-1.2), whale_intent(-1.3))
2026-04-15 07:33:10 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: RAVE/USDT SmartMoneyConcepts R/R=6.1R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:33:12 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: AKE/USDT SmartMoneyConcepts R/R=6.3R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:33:30 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: AIOT/USDT PriceAction R/R=6.6R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:34:32 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: BR/USDT SmartMoneyConcepts R/R=6.6R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:34:57 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: IN/USDT SmartMoneyConcepts R/R=6.7R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:35:33 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: OG/USDT WyckoffAccDist R/R=10.5R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:36:19 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: RAVE/USDT SmartMoneyConcepts R/R=6.1R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:36:21 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: AKE/USDT SmartMoneyConcepts R/R=6.3R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:36:38 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: AIOT/USDT PriceAction R/R=6.6R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:37:45 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: BR/USDT SmartMoneyConcepts R/R=6.6R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:38:06 | WARNING  | analyzers.market_microstructure     | market_microstructure.py:1040 | 🚨 PUMP/DUMP PUMP: TRADOOR/USDT price=+5.9% volume=+257% risk=MEDIUM no_trade=False news_correlated=False
2026-04-15 07:38:11 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: IN/USDT SmartMoneyConcepts R/R=6.7R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:38:27 | WARNING  | signals.ensemble_voter              | ensemble_voter.py:595 | Ensemble LINK/USDT SUPPRESS: score=-4.9 sup=2 opp=4 adj=+0 | Ensemble SUPPRESS: 4 sources oppose (cvd, onchain, whale_intent, vol_regime)
2026-04-15 07:39:11 | WARNING  | signals.ensemble_voter              | ensemble_voter.py:595 | Ensemble RAVE/USDT SUPPRESS: score=-2.5 sup=1 opp=4 adj=+0 | Ensemble SUPPRESS: 4 sources oppose (crowd, onchain, whale_intent, vol_regime)
2026-04-15 07:39:12 | WARNING  | signals.ensemble_voter              | ensemble_voter.py:595 | Ensemble ETH/USDT SUPPRESS: score=-6.9 sup=0 opp=4 adj=+0 | Ensemble SUPPRESS: 4 sources oppose (cvd, onchain, whale_intent, vol_regime)
2026-04-15 07:39:28 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: AKE/USDT SmartMoneyConcepts R/R=6.6R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:39:30 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: AIOT/USDT SmartMoneyConcepts R/R=16.1R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:39:33 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: BEAT/USDT PriceAction R/R=7.6R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:39:49 | WARNING  | signals.ensemble_voter              | ensemble_voter.py:595 | Ensemble HEMI/USDT SUPPRESS: score=-4.3 sup=0 opp=4 adj=+0 | Ensemble SUPPRESS: 4 sources oppose (basis, onchain, whale_intent, vol_regime)
2026-04-15 07:40:30 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: BR/USDT SmartMoneyConcepts R/R=6.6R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
2026-04-15 07:40:49 | WARNING  | analyzers.market_microstructure     | market_microstructure.py:1040 | 🚨 PUMP/DUMP PUMP: TRADOOR/USDT price=+4.2% volume=+389% risk=MEDIUM no_trade=False news_correlated=False
2026-04-15 07:41:07 | WARNING  | signals.aggregator                  | aggregator.py:543 | ⚠️ RR sanity: IN/USDT SmartMoneyConcepts R/R=6.7R exceeds cap — TP levels may be miscalculated. Capping display at 6.0R.
